Pokemon,Score,Dex,Type 1,Type 2,Attack,Defense,Stamina,Stat Product,Level,CP,Fast Move,Charged Move 1,Charged Move 2,Charged Move 1 Count,Charged Move 2 Count,Buddy Distance,Charged Move Cost
Diggersby,94.2,660,normal,ground,95.7,140.3,174,2337114,47,1499,Quick Attack,Fire Punch,Scorching Sands,5,7,1,10000
Forretress,93.8,205,bug,steel,109.8,145.5,128,2043769,24.5,1499,Bug Bite,Sand Tomb,Rock Tomb,14,17,5,75000
Clodsire,93.7,980,poison,ground,95.1,119.7,208,2366922,29.5,1500,Poison Sting,Sludge Bomb,Earthquake,6,8,3,50000
Giratina (Altered) (Shadow),93.4,487,ghost,dragon,105.3,125,159,2092849,16,1487,Shadow Claw,Dragon Claw,Shadow Sneak,5,6,20,100000
Lapras,93.2,131,water,ice,104.7,114.6,179,2147136,21.5,1499,Psywave,Sparkling Aria,Ice Beam,12,14,5,75000
Gligar,92.9,207,ground,flying,108.5,145.3,131,2064887,31,1498,Fury Cutter,Aerial Ace,Dig,10,13,5,75000
Jellicent,92.9,593,water,ghost,106.7,126.3,156,2101858,24,1499,Hex,Surf,Shadow Ball,4,5,3,50000
Primeape,92.9,57,fighting,none,138.7,100.1,116,1611459,24,1498,Karate Chop,Rage Fist,Close Combat,4,5,3,50000
Dusclops,92.6,356,ghost,none,102.4,197.7,108,2186937,42,1497,Hex,Ice Punch,Shadow Punch,4,3,3,50000
Jumpluff (Shadow),92.3,189,grass,flying,96.7,157,153,2322994,40.5,1499,Fairy Wind,Aerial Ace,Acrobatics,5,7,3,50000
Gligar (Shadow),92.2,207,ground,flying,108.5,145.3,131,2064887,31,1498,Fury Cutter,Aerial Ace,Dig,10,13,5,75000
Mandibuzz,92.2,630,dark,flying,92.1,151.3,175,2439745,26.5,1500,Snarl,Dark Pulse,Aerial Ace,4,4,5,75000
Golisopod,92.1,768,bug,water,124.1,134.7,108,1804489,17.5,1499,Fury Cutter,X-Scissor,Aqua Jet,10,10,1,10000
Corsola (Galarian),91.9,222,ghost,none,99.3,163.1,139,2251734,47.5,1500,Astonish,Night Shade,Power Gem,5,5,3,50000
Samurott,91.8,503,water,none,128,100.9,136,1756037,19.5,1500,Fury Cutter,Hydro Cannon,Megahorn,10,14,3,10000
Corviknight,91.6,823,flying,steel,107,130.7,150,2097411,23,1500,Sand Attack,Sky Attack,Iron Head,14,13,1,10000
Steelix,91.6,208,steel,ground,98.4,183.3,126,2272944,23.5,1497,Thunder Fang,Psychic Fangs,Breaking Swipe,6,6,5,75000
